Size(N),Experiment Height(h),Log of Size,Sqrt of Size
70,10.1,4.254193263163997,8.390470785361213
71,10.7,4.273884476054178,8.473488065725943
72,10.2,4.268297869345539,8.449852069711044
73,10.3,4.2456340097683265,8.35463942968217
74,10.6,4.28496492183075,8.520563361656317
75,11.1,4.273884476054178,8.473488065725943
76,10.4,4.290459441148391,8.54400374531753
77,10.8,4.3254562831854875,8.694826047713663
78,10.0,4.3489867805956814,8.79772697916911
79,11.1,4.341204640153626,8.763560920082657
80,10.8,4.3254562831854875,8.694826047713663
81,10.5,4.39197696552705,8.988882021697693
82,10.4,4.387014176184921,8.966604708583958
83,10.9,4.384523514872469,8.955445270895245
84,11.4,4.45898767581001,9.2951600308978
85,10.5,4.4355674016019115,9.186947262284681
86,10.6,4.437934266612178,9.197825830053535
87,11.3,4.468204330914934,9.338094023943002
88,11.2,4.449685283147696,9.252026804976301
